Time elapsed	Time stamp	Fixed_drain Voltage	Fixed_drain Current	Fixed_drain Resistance	Fixed_ZeroGate Voltage	Fixed_ZeroGate Current	Fixed_ZeroGate Resistance	Loop Index
s		V	A	V/A	V	A	V/A	

3.93870826e+01	2023-07-20T11:48:42.025071	-1.00000000e-01	-4.48420000e-08	2.23005218e+06	0.00000000e+00	1.27300000e-11	0.00000000e+00	105
3.97588265e+01	2023-07-20T11:48:42.395098	-1.00000000e-01	1.06970000e-08	-9.34841544e+06	0.00000000e+00	-2.21600000e-11	-0.00000000e+00	106
4.01269773e+01	2023-07-20T11:48:42.765132	-1.00000000e-01	-3.59800000e-08	2.77932185e+06	0.00000000e+00	2.59600000e-11	0.00000000e+00	107
4.05057596e+01	2023-07-20T11:48:43.145117	-1.00000000e-01	5.31020000e-08	-1.88316824e+06	0.00000000e+00	-2.88700000e-11	-0.00000000e+00	108
4.08653443e+01	2023-07-20T11:48:43.505261	-1.00000000e-01	3.26930000e-08	-3.05875876e+06	0.00000000e+00	2.00700000e-11	0.00000000e+00	109
4.12361257e+01	2023-07-20T11:48:43.875120	-1.00000000e-01	-4.96550000e-08	2.01389588e+06	0.00000000e+00	-1.46200000e-11	-0.00000000e+00	110
4.16067012e+01	2023-07-20T11:48:44.245127	-1.00000000e-01	2.97210000e-09	-3.36462434e+07	0.00000000e+00	3.23000000e-12	0.00000000e+00	111
4.19846786e+01	2023-07-20T11:48:44.625137	-1.00000000e-01	1.25120000e-08	-7.99232737e+06	0.00000000e+00	6.84000000e-12	0.00000000e+00	112
4.23583096e+01	2023-07-20T11:48:44.995104	-1.00000000e-01	-3.32950000e-08	3.00345397e+06	0.00000000e+00	-1.83600000e-11	-0.00000000e+00	113
4.27279592e+01	2023-07-20T11:48:45.365106	-1.00000000e-01	-9.73800000e-09	1.02690491e+07	0.00000000e+00	2.52000000e-11	0.00000000e+00	114
4.31046910e+01	2023-07-20T11:48:45.745109	-1.00000000e-01	3.29590000e-08	-3.03407264e+06	0.00000000e+00	-2.89900000e-11	-0.00000000e+00	115
4.34695331e+01	2023-07-20T11:48:46.105269	-1.00000000e-01	-4.99300000e-08	2.00280393e+06	0.00000000e+00	2.62700000e-11	0.00000000e+00	116
4.38446932e+01	2023-07-20T11:48:46.485137	-1.00000000e-01	2.79910000e-09	-3.57257690e+07	0.00000000e+00	-1.81000000e-11	-0.00000000e+00	117
4.42166636e+01	2023-07-20T11:48:46.855164	-1.00000000e-01	1.51250000e-08	-6.61157025e+06	0.00000000e+00	1.17100000e-11	0.00000000e+00	118
4.45825687e+01	2023-07-20T11:48:47.215267	-1.00000000e-01	-3.25900000e-08	3.06842590e+06	0.00000000e+00	9.50000000e-13	0.00000000e+00	119
4.49647216e+01	2023-07-20T11:48:47.605146	-1.00000000e-01	-3.79000000e-08	2.63852243e+06	0.00000000e+00	-1.38600000e-11	-0.00000000e+00	120
4.53439424e+01	2023-07-20T11:48:47.985160	-1.00000000e-01	3.42840000e-08	-2.91681251e+06	0.00000000e+00	2.15900000e-11	0.00000000e+00	121
4.56976498e+01	2023-07-20T11:48:48.335155	-1.00000000e-01	-5.01360000e-08	1.99457476e+06	0.00000000e+00	-2.85500000e-11	-0.00000000e+00	122
4.60678003e+01	2023-07-20T11:48:48.705153	-1.00000000e-01	2.42210000e-08	-4.12864869e+06	0.00000000e+00	2.71600000e-11	0.00000000e+00	123
4.64431762e+01	2023-07-20T11:48:49.075134	-1.00000000e-01	5.31510000e-08	-1.88143215e+06	0.00000000e+00	-2.12700000e-11	-0.00000000e+00	124
4.68098284e+01	2023-07-20T11:48:49.445158	-1.00000000e-01	1.67960000e-08	-5.95379852e+06	0.00000000e+00	1.31700000e-11	0.00000000e+00	125
4.71825228e+01	2023-07-20T11:48:49.815294	-1.00000000e-01	-1.44070000e-08	6.94107031e+06	0.00000000e+00	-4.68000000e-12	-0.00000000e+00	126
4.75488234e+01	2023-07-20T11:48:50.189868	-1.00000000e-01	5.22040000e-08	-1.91556203e+06	0.00000000e+00	-8.92000000e-12	-0.00000000e+00	127
4.79246674e+01	2023-07-20T11:48:50.564604	-1.00000000e-01	3.43580000e-08	-2.91053030e+06	0.00000000e+00	1.74100000e-11	0.00000000e+00	128
4.82928507e+01	2023-07-20T11:48:50.924732	-1.00000000e-01	-4.92210000e-08	2.03165316e+06	0.00000000e+00	-2.54500000e-11	-0.00000000e+00	129
4.86874340e+01	2023-07-20T11:48:51.324581	-1.00000000e-01	2.06660000e-09	-4.83886577e+07	0.00000000e+00	2.81100000e-11	0.00000000e+00	130
4.90361650e+01	2023-07-20T11:48:51.674584	-1.00000000e-01	3.26560000e-09	-3.06222440e+07	0.00000000e+00	-2.67700000e-11	-0.00000000e+00	131
4.94165891e+01	2023-07-20T11:48:52.054587	-1.00000000e-01	1.32230000e-08	-7.56258035e+06	0.00000000e+00	1.77900000e-11	0.00000000e+00	132
4.97894062e+01	2023-07-20T11:48:52.424590	-1.00000000e-01	-3.20870000e-08	3.11652694e+06	0.00000000e+00	-1.10800000e-11	-0.00000000e+00	133
5.01777331e+01	2023-07-20T11:48:52.818642	-1.00000000e-01	3.87990000e-08	-2.57738602e+06	0.00000000e+00	-6.90000000e-13	-0.00000000e+00	134
5.05299262e+01	2023-07-20T11:48:53.170749	-1.00000000e-01	3.28500000e-08	-3.04414003e+06	0.00000000e+00	1.17100000e-11	0.00000000e+00	135
5.09036910e+01	2023-07-20T11:48:53.544758	-1.00000000e-01	-4.97630000e-08	2.00952515e+06	0.00000000e+00	-2.10100000e-11	-0.00000000e+00	136
5.12765758e+01	2023-07-20T11:48:53.917040	-1.00000000e-01	2.52790000e-08	-3.95585268e+06	0.00000000e+00	2.81700000e-11	0.00000000e+00	137
5.16565322e+01	2023-07-20T11:48:54.297044	-1.00000000e-01	2.11070000e-08	-4.73776472e+06	0.00000000e+00	-2.83600000e-11	-0.00000000e+00	138
5.20234314e+01	2023-07-20T11:48:54.657054	-1.00000000e-01	-4.45480000e-08	2.24476969e+06	0.00000000e+00	2.38700000e-11	0.00000000e+00	139
5.23866567e+01	2023-07-20T11:48:55.027054	-1.00000000e-01	1.41780000e-08	-7.05318098e+06	0.00000000e+00	-1.62000000e-11	-0.00000000e+00	140
5.27590148e+01	2023-07-20T11:48:55.397237	-1.00000000e-01	4.36190000e-08	-2.29257892e+06	0.00000000e+00	5.57000000e-12	0.00000000e+00	141
5.31367337e+01	2023-07-20T11:48:55.777239	-1.00000000e-01	5.13260000e-08	-1.94833028e+06	0.00000000e+00	3.48000000e-12	0.00000000e+00	142
5.34970334e+01	2023-07-20T11:48:56.137243	-1.00000000e-01	3.40450000e-08	-2.93728888e+06	0.00000000e+00	-1.56300000e-11	-0.00000000e+00	143
5.38808167e+01	2023-07-20T11:48:56.521795	-1.00000000e-01	-5.03020000e-08	1.98799253e+06	0.00000000e+00	2.26000000e-11	0.00000000e+00	144
5.42505097e+01	2023-07-20T11:48:56.891178	-1.00000000e-01	1.68500000e-09	-5.93471810e+07	0.00000000e+00	-2.82300000e-11	-0.00000000e+00	145
5.46064227e+01	2023-07-20T11:48:57.243796	-1.00000000e-01	2.80270000e-09	-3.56798801e+07	0.00000000e+00	2.72200000e-11	0.00000000e+00	146
5.49835832e+01	2023-07-20T11:48:57.623778	-1.00000000e-01	1.45240000e-08	-6.88515560e+06	0.00000000e+00	-2.04500000e-11	-0.00000000e+00	147
5.53568544e+01	2023-07-20T11:48:57.994001	-1.00000000e-01	-3.18980000e-08	3.13499279e+06	0.00000000e+00	1.29200000e-11	0.00000000e+00	148
5.57233655e+01	2023-07-20T11:48:58.362641	-1.00000000e-01	4.93600000e-08	-2.02593193e+06	0.00000000e+00	-4.05000000e-12	-0.00000000e+00	149
5.61120793e+01	2023-07-20T11:48:58.752598	-1.00000000e-01	3.38550000e-08	-2.95377345e+06	0.00000000e+00	-9.11000000e-12	-0.00000000e+00	150
5.64769875e+01	2023-07-20T11:48:59.112599	-1.00000000e-01	-4.96550000e-08	2.01389588e+06	0.00000000e+00	1.76600000e-11	0.00000000e+00	151
5.68442284e+01	2023-07-20T11:48:59.482605	-1.00000000e-01	2.59590000e-08	-3.85222851e+06	0.00000000e+00	-2.55100000e-11	-0.00000000e+00	152
5.72293479e+01	2023-07-20T11:48:59.862651	-1.00000000e-01	-2.35640000e-08	4.24376167e+06	0.00000000e+00	2.75400000e-11	0.00000000e+00	153
5.75788948e+01	2023-07-20T11:49:00.212760	-1.00000000e-01	3.20580000e-09	-3.11934619e+07	0.00000000e+00	-2.65900000e-11	-0.00000000e+00	154
5.79665850e+01	2023-07-20T11:49:00.602610	-1.00000000e-01	1.24080000e-08	-8.05931657e+06	0.00000000e+00	1.70300000e-11	0.00000000e+00	155
5.83422349e+01	2023-07-20T11:49:00.982635	-1.00000000e-01	-3.49280000e-08	2.86303252e+06	0.00000000e+00	-7.72000000e-12	-0.00000000e+00	156
5.87067140e+01	2023-07-20T11:49:01.342615	-1.00000000e-01	-4.70950000e-08	2.12336766e+06	0.00000000e+00	-1.96000000e-12	-0.00000000e+00	157
5.90668165e+01	2023-07-20T11:49:01.702784	-1.00000000e-01	3.36330000e-08	-2.97327030e+06	0.00000000e+00	1.27900000e-11	0.00000000e+00	158
5.94441764e+01	2023-07-20T11:49:02.082621	-1.00000000e-01	-4.87210000e-08	2.05250303e+06	0.00000000e+00	-2.20900000e-11	-0.00000000e+00	159
5.98142895e+01	2023-07-20T11:49:02.452624	-1.00000000e-01	2.59120000e-09	-3.85921581e+07	0.00000000e+00	2.69100000e-11	0.00000000e+00	160
6.01916227e+01	2023-07-20T11:49:02.832626	-1.00000000e-01	1.51900000e-08	-6.58327847e+06	0.00000000e+00	-2.83600000e-11	-0.00000000e+00	161
6.05699020e+01	2023-07-20T11:49:03.202867	-1.00000000e-01	-3.15890000e-08	3.16565893e+06	0.00000000e+00	2.07700000e-11	0.00000000e+00	162
